Marka,Seri,Model,Başlik,Yakit,Vites,Kilometre,Yil,Price;
Seat,Leon,1.6 TDI Style,ARN AUTO'DAN 49.000 KM 2016 SEAT LEON DSG STYLE+CAM TAVAN+LED,Dizel,Yarı Otomatik,49.000,2016,149.750 TL;
Fiat,Egea,1.6 Multijet Comfort,ÖZGÜR62 DEN 2017 EGEA OTOMATİK FUL SERVİS BAKIMLI 2022 GARANTİSİ,Dizel,Yarı Otomatik,144.800,2017,104.750 TL;
BMW,5 Serisi,520d M Sport,E///MİR'DEN 2011 BEYAZ İÇİ BEJ ///M PAKET FULL F10 5.20D,Dizel,Yarı Otomatik,254.000,2011,187.500 TL;
Renault,Clio,1.5 dCi Icon,ARN AUTO'DAN 74.000KM 2018 CLİO İCON+MAKYAJLI+BASS REFLEX+LED,Dizel,Yarı Otomatik,74.000,2018,119.750 TL;
BMW,5 Serisi,525d xDrive Executive Plus,RIDVAN DEMİR' DEN 2016 BMW 5.25 xDRIVE NBT HARMAN BAYİ HATASIZ,Dizel,Yarı Otomatik,85.000,2016,455.000 TL;
"Volkswagen,Golf,1.6 TDI BlueMotion Highline,""HATASIZ 2019 WV GOLF 1,6 HİGHLİNE HAYALET EKRAN CAM TAVAN"",Dizel,Yarı Otomatik,27.000,2019,233.000 TL";
Volkswagen,Passat,1.6 TDI BlueMotion Highline,OTTOCARSTAN EMSALSİZ TEMİZLİKTE SIFIR AYARINDA PASSAT HİGHLİNE,Dizel,Yarı Otomatik,165.000,2015,191.750 TL;
BMW,5 Serisi,520d M Sport,S A T I L D I İSTANBULA HAYIRLI OLSUN,Dizel,Yarı Otomatik,190.000,2011,199.999 TL;
Renault,Fluence,1.5 dCi Privilege,FULL+FULL EDC SUNROOF FLUENCE 135 BİNDE EMSALSİZ,Dizel,Yarı Otomatik,135.000,2012,88.500 TL;
BMW,3 Serisi,320d Comfort,RD MOTORS BMW 320d comfort,Dizel,Yarı Otomatik,266.000,2010,117.500 TL;
Toyota,Corolla,1.4 D-4D Advance,''35.000'' KM İLK ELDEN OTOMATİK DİZEL EMSALSİZ TEMİZLİKTE,Dizel,Yarı Otomatik,35.000,2014,129.750 TL;
Renault,Fluence,1.5 dCi Icon,YAYLA | 2016 - Fluence - Dizel - Otomatik - Icon - Led - 110 HP,Dizel,Yarı Otomatik,101.000,2016,112.900 TL;
Renault,Megane,1.5 dCi Touch,ÖZDAŞ OTOMOTİV DEN 2018 TOUC MEGAN,Dizel,Yarı Otomatik,124.000,2018,147.000 TL;
Audi,A3,A3 Sportback 1.6 TDI,VALİANT'DAN AUDİ A3 1.6 30TDİ S-TRONİC 2019 MODEL 5.000 KM. !!!,Dizel,Yarı Otomatik,8.000,2019,267.500 TL;
Volkswagen,Jetta,1.6 TDI Highline,2015 MODEL DSG 7 İLERİ HİGHLİNE FULL+FULLL,Dizel,Yarı Otomatik,169.000,2015,141.750 TL;
Ford,Focus,1.5 TDCi Trend X,2017+OTOMATIK­+ILKEL+SERVİS BAKIMLI+95.000TL ONAYLI KREDİ,Dizel,Yarı Otomatik,120.000,2017,119.500 TL;
Kia,Ceed,1.6 CRDi Concept Plus,NURSAN - PANORAMİK CAM TAVAN SUNROOF 136HP 7İLERİ CONCEPT PLUS,Dizel,Yarı Otomatik,111.000,2015,138.500 TL;
Volkswagen,Polo,1.4 TDI Comfortline,YETKİLİ SERVİS BAKIMLI. OTOMATİK VİTES,Dizel,Yarı Otomatik,99.000,2016,112.500 TL;
Volkswagen,Passat,1.6 TDI BlueMotion Highline,FUAT OTOMOTİV'DEN 2018 MODEL HATASIZ HİGHLİNE VW PASSAT,Dizel,Yarı Otomatik,16.000,2018,329.500 TL;
Ford,Focus,1.5 TDCi Trend X,FORD FOCUS 1.5TDCI OTOMATİK HATASIZ-BOYASIZ-SE­RVİSBAKIMLI69000KM,Dizel,Yarı Otomatik,69.000,2017,142.500 TL;
Skoda,Octavia,1.6 TDI Optimal,SKODA OKTAVİA 1.6TDI DSG HATASIZ-BOYASIZ SERVİSBAKIMLI 72000KM,Dizel,Yarı Otomatik,72.000,2016,144.500 TL;
Renault,Clio,1.5 dCi Touch,2018 OTOMATİK CLİO 1.5 DCI TEMİZ MASRAFSIZ,Dizel,Yarı Otomatik,53.000,2018,117.500 TL;
Volkswagen,Jetta,1.6 TDI Comfortline,PAŞA AUTO HATASIZ BOYASIZ,Dizel,Yarı Otomatik,152.000,2015,145.500 TL;
Volkswagen,Passat,1.6 TDI BlueMotion Comfortline,GÖKTAŞLAR'DAN 2016 VW PASSAT 1.6 TDİ COMF OTO. 25.000 KM'De,Dizel,Yarı Otomatik,25.000,2016,202.900 TL;
Audi,A3,A3 Sedan 1.6 TDI,GÖKTAŞLAR'DAN 2017 AUDİ A3 SEDAN 1.6 TDİ DYNAMİC 31.000 KM,Dizel,Yarı Otomatik,31.000,2017,215.900 TL;
Volkswagen,Passat,1.6 TDI BlueMotion Highline,Wolkswagen Passat 1.6 TDI BlueMotion Highline Orjinal Hatasız,Dizel,Yarı Otomatik,120.000,2013,156.900 TL;
BMW,3 Serisi,320d M Sport,KULOĞLU MOTORSTAN 2012 HATASIZ BOYASIZ HASAR KAYITSIZ BMW 3.20d,Dizel,Yarı Otomatik,179.000,2012,165.000 TL;
BMW,3 Serisi,320d xDrive Techno Plus,2015 BMW 320d xDrive Techno Plus Otomatik 98 bin KM HATASIZ,Dizel,Yarı Otomatik,99.000,2015,249.950 TL;
Volkswagen,Passat,1.6 TDI BlueMotion Highline,ELÇİ OTOMOTİVDEN -HATASIZ + BOYASIZ HIGHLİNE (2015 MART) ÇIKIŞLI,Dizel,Yarı Otomatik,100.600,2014,199.500 TL;
Toyota,Corolla,1.4 D-4D Touch,KRAL AUTO DAN TOYOTA 1.4 D-4D M/M DİZEL OTOMATİK,Dizel,Yarı Otomatik,139.000,2016,124.500 TL;
Volkswagen,Golf,1.6 TDI BlueMotion Highline,KRAL AUTO 2019 GOLF HIGHLINE DSG CAM TAVAN HATASIZ BOYASIZ,Dizel,Yarı Otomatik,42.000,2019,225.000 TL;
BMW,5 Serisi,520d M Sport,!!!HKA MOTORSDAN 520 DİZEL M SPORT ORJİNAL !!!,Dizel,Yarı Otomatik,262.000,2011,170.450 TL;
Audi,A6,A6 Sedan 2.0 TDI,MODENA MOTORS 2012 A.6 2.0 TDI S LİNE VERGİ BARIŞLI F1/SUNROOF/,Dizel,Yarı Otomatik,200.000,2012,254.500 TL;
Toyota,Auris,1.4 D-4D Elegant,2008 MODEL AURİS..DİZEL-OTOMATİ­K..ELEGANT..TEMİZ..,Dizel,Yarı Otomatik,201.000,2008,74.750 TL;
Audi,A3,A3 Sedan 1.6 TDI,2016 MODEL HATASIZ BOYASIZ A3 SEDAN 1.6 TDI ATTRACTİON S-TRONİC,Dizel,Yarı Otomatik,120.000,2016,178.500 TL;
Ford,Focus,1.5 TDCi Titanium,SIFIR ARAÇ TADINDA HATASIZ TİTANYUM,Dizel,Yarı Otomatik,86.000,2016,155.000 TL;
Toyota,Corolla,1.4 D-4D Touch,PRAXİ OTOMOTİV'DEN 2016 TOYOTA COROLLA 1.4 -4D TOUCH MM,Dizel,Yarı Otomatik,32.000,2016,135.000 TL;
Audi,A5,A5 Sportback 2.0 TDI Quattro,CİVİL OTOMOTİVDEN 2018 A5 2.0 TDI QUATTRO DESIGN+PRES­TİJ+DELUXE,Dizel,Yarı Otomatik,57.000,2018,511.000 TL;
BMW,5 Serisi,520d Premium,2007 BMW 520 D YENİ MUAYENELİ PREMİUM IŞIK PAKET,Dizel,Yarı Otomatik,405.000,2007,112.500 TL;
Skoda,Superb,1.6 TDI Prestige,autobox tan EXTRALI BOYASIZ HATASIZ SUPERB OTM DİZEL,Dizel,Yarı Otomatik,123.000,2016,205.000 TL;
BMW,5 Serisi,520d Premium,WORKSdan E60 5.20D LCİ JOYİSTİK SUNROOF M DİREKSİYON,Dizel,Yarı Otomatik,275.000,2008,112.500 TL;
Renault,Megane,1.5 dCi Icon,ZERENden 2017 MEGAN HB ICON CAM TAVAN GENİŞ TESLA EKRAN MASAJ,Dizel,Yarı Otomatik,79.999,2017,177.000 TL;
BMW,4 Serisi,420d xDrive Gran Coupe M Sport,Gaziantep Koluman'dan 2016 BMW 420d Xdrive Gran Coupe M SPORT,Dizel,Yarı Otomatik,32.900,2016,415.000 TL;
Audi,A5,A5 Sportback 2.0 TDI Quattro,SRD AUTO GÜVENCESİYLE AUDİ A5 2.0 TDI QUATRO SLİNE MAKYAJLI KASA,Dizel,Yarı Otomatik,133.800,2013,209.000 TL;
Volvo,S60,2.0 D Premium,2015 MODEL VOLVO S60 2.0 D D4 PREMİUM OTOMATİK,Dizel,Yarı Otomatik,237.000,2015,159.900 TL;
BMW,5 Serisi,520d Exclusive,GALERIA MOTORS'DAN BMW EXCLSUIVE 4 VAKUM TABA DERİ DÖŞEME DIŞ M,Dizel,Yarı Otomatik,175.000,2011,239.000 TL;
Audi,A3,A3 Sportback 1.6 TDI,2013 AUDİ A3 SPORTBACK DİZEL OTOMATİK,Dizel,Yarı Otomatik,134.000,2013,143.500 TL;
Volkswagen,Passat,1.6 TDI BlueMotion Comfortline,USTUN OTOMOTİVDEN COK TEMIZ PASSAT 200 BIN KM DE,Dizel,Yarı Otomatik,200.000,2015,170.000 TL;
Toyota,Corolla,1.4 D-4D Touch,DİZEL OTOMATİK SORUNSUZ BAKIMLI TOYOTA COROLLA,Dizel,Yarı Otomatik,93.000,2015,130.000 TL;
Toyota,Corolla,1.4 D-4D Advance,TOYOTA COROLLA.1.4.D4.DİZEL OTOMATİK. OPSİYONLANMIŞTIR,Dizel,Yarı Otomatik,42.000,2017,142.500 TL;
Volkswagen,Polo,1.4 TDI Comfortline,15.000TL PEŞİN İLE ARACINI ŞİMDİ AL TAKSİTLER 3AY SONRA BAŞLASN,Dizel,Yarı Otomatik,90.000,2016,109.950 TL;
Peugeot,308,1.6 HDi Comfort Pack,2010 Peugeot 308 1.6 HDI 112HP COMFORT PACK OTOMATİK,Dizel,Yarı Otomatik,270.000,2010,68.500 TL;
Toyota,Corolla,1.4 D-4D Touch,2013 Toyota Corolla 1.4 4D Touch Otomatik Orjinal 143 bin km !!!,Dizel,Yarı Otomatik,143.000,2013,87.000 TL;
Ford,Focus,1.5 TDCi Trend X,FARKSAL OTOMOTİV DEN 2018 MODEL FORD FOCUS TREND X OTOMATİK.,Dizel,Yarı Otomatik,53.000,2018,154.500 TL;
Volkswagen,Passat,1.6 TDI BlueMotion Trendline,2013 MODEL PASSAT 1.6 TDİ DSG / F1 / START STOP,Dizel,Yarı Otomatik,182.000,2013,120.000 TL;
Volkswagen,Passat,1.6 TDI BlueMotion Highline,Yüksel Otomotiv'den Boyasız Passat Bmt Hıghline Tdı Dsg,Dizel,Yarı Otomatik,80.000,2016,229.000 TL;
Volkswagen,Jetta,1.6 TDI Highline,PRESTİJDEN 2013 VW JETTA HİGHLİNE 1.6TDİ DSG SUNROFLU HATASİZ,Dizel,Yarı Otomatik,185.000,2013,134.000 TL;
Audi,A4,A4 Sedan 2.0 TDI Quattro Design,PEKMEZCİOĞLU' ndan Audi A4 Sedan 2.0 TDI Quattro Design Hayalet,Dizel,Yarı Otomatik,85.800,2016,354.500 TL;
BMW,5 Serisi,525d xDrive Premium,2016 ÇIKŞLI BMW 525D XDRİVE PREMİUM VAKUM-SUNROF-HAYALET 100 KM,Dizel,Yarı Otomatik,100.000,2015,395.000 TL;
Dacia,Sandero,1.5 dCi Stepway,2017 DACİA SANDERO STEPWAY OTOMATİK 26.000 KM'DE HATASIZ,Dizel,Yarı Otomatik,26.000,2017,109.750 TL;
Audi,A6,A6 Sedan 2.0 TDI,HATASIZ BOYASIZ ÇİZİKSİZ BAYİ HAFIZA ÜÇ KOL 79 binde MATRİX JANT,Dizel,Yarı Otomatik,79.889,2015,406.750 TL;
BMW,3 Serisi,320d xDrive Techno Plus,SRD AUTO GÜVENCESİYLE BMW 320d xDrive,Dizel,Yarı Otomatik,145.000,2013,225.000 TL;
Audi,A3,A3 Sedan 1.6 TDI,Miran Auto 2015 FULL+FULL HATASIZ BOYASIZ RECORE CAMTAVAN,Dizel,Yarı Otomatik,70.000,2015,222.000 TL;
Volkswagen,Passat,1.6 TDI BlueMotion Highline,ZERENden 2016 PASSAT HİGHLİNE-HAYALET-CAM TAVAN-3 HAFIZA-MASAJ,Dizel,Yarı Otomatik,48.000,2016,275.000 TL;
BMW,5 Serisi,520d Comfort,EGE OTO'DAN 2012 İLK ELDEN BAYİİ ÇIKIŞLI BMW 5.20d OTM. COMFORT,Dizel,Yarı Otomatik,365.000,2012,187.900 TL;
Ford,Focus,1.5 TDCi Titanium,MARAZ MOTORS 2016 FORD FOCUS 1.5TDCİ POWERSHİFT TİTANİUM,Dizel,Yarı Otomatik,176.500,2016,127.500 TL;
"Fiat,Egea,1.6 Multijet Comfort,""TOYOTA GÜRSES'TEN EGEA 1.6 M.JET COMFORT OTM, 55.000KM BOYASIZ"",Dizel,Yarı Otomatik,55.000,2017,114.900 TL";
Volkswagen,Golf,1.6 TDI BlueMotion Highline,FULL+FULL CAM TAVANLI DSG HIGHLINE GOLF DEGİSENSİZ,Dizel,Yarı Otomatik,150.000,2015,146.000 TL;
Fiat,Egea,1.6 Multijet Urban,'AKMAZ KARDEŞLER' 2018 EGEA 1.6 M.JET HATASIZ URBAN DCT 21 BİNDE,Dizel,Yarı Otomatik,21.000,2018,137.500 TL;
Ford,Focus,1.5 TDCi Trend X,KUSURSUZ TEMİZLİKTE 1.5 DİZEL OTOMOTİK,Dizel,Yarı Otomatik,133.000,2016,127.500 TL;
Audi,A6,A6 Sedan 2.0 TDI Quattro,CİVİL OTOMOTİVDEN HATASIZ A6 2.0 TDİ QUATTRO MATRİX+VKM+ELK BGJ,Dizel,Yarı Otomatik,109.500,2017,476.000 TL;
Skoda,Octavia,1.6 TDI Elegance CR,''ADR OTOMOTİV''2014­*OCTAVİA*1.6TD İ*DSG*ELEGANCE CR*FULL+FULL,Dizel,Yarı Otomatik,139.000,2014,129.900 TL;
"BMW,4 Serisi,420d xDrive Gran Coupe M Sport,""ALTIN OTOMOTİV,DEN 2014 4.20D XDRİVE GRAN COUPE BAYİ ÇIKIŞLI"",Dizel,Yarı Otomatik,89.000,2014,340.000 TL";
Skoda,Octavia,1.6 TDI Elegance CR,***2013 ELEGNCE CR DSG HATASIZ BOYASIZ ***,Dizel,Yarı Otomatik,178.000,2013,125.750 TL;
Mercedes - Benz,A Serisi,A 180 d AMG,Mercedes-Benz Certified Gaziantep Koluman 2019 A 180d SEDAN AMG,Dizel,Yarı Otomatik,9.850,2019,347.500 TL;
Volkswagen,Passat,1.6 TDI BlueMotion Trendline,-KAPTANLAR- 2016 PASSAT 1.6 TDI DSG OTOMATİK HATASIZ DEĞİŞENSİZ,Dizel,Yarı Otomatik,139.900,2016,165.900 TL;
Renault,Megane,1.5 dCi Icon,2017 HATASIZ BOYASIZ HASAR KAYDI YOKTUR,Dizel,Yarı Otomatik,91.000,2017,160.900 TL;
Toyota,Yaris,1.4 D-4D Sol,2007 Toyota Yaris 1.4D-4D OTOMOTIK VİTES SOL PAKET,Dizel,Yarı Otomatik,225.000,2007,62.750 TL;
Toyota,Auris,1.4 D-4D Elegant,Dizel Otomatik Hatasısız Boyasız,Dizel,Yarı Otomatik,155.650,2008,83.000 TL;
Renault,Clio,1.5 dCi Touch,Hatasız Boyasız...!!!,Dizel,Yarı Otomatik,85.000,2017,113.900 TL;
Toyota,Corolla,1.4 D-4D Advance,ERENDEN TOYOTA COROLLA DİZEL OTOMATİK HATASIZ BOYASIZ 74 KM DE,Dizel,Yarı Otomatik,74.000,2015,137.500 TL;
Hyundai,Accent Blue,1.6 CRDI Mode Plus,ÇELİK'TEN 2017 HYUNDAI ACCENT BLUE MODE PLUS HATASIZ BOYASIZ,Dizel,Yarı Otomatik,90.000,2017,117.900 TL;
Peugeot,508,1.6 e-HDi Active,2013 MODEL PEUGETO 508,Dizel,Yarı Otomatik,198.000,2013,96.000 TL;
Renault,Clio,1.5 dCi Icon,HATASIZ BOYASIZ DEĞİŞENSİZ CLİO 1.5 DCİ ICON OTOMATİK 88 BİNDE,Dizel,Yarı Otomatik,88.000,2016,119.750 TL;
Toyota,Auris,1.4 D-4D Comfort Extra,ORJİNAL DÜŞÜK KM AURIS 1.4 D OTOMATIK VİTES,Dizel,Yarı Otomatik,132.500,2012,71.750 TL;
Renault,Clio,1.5 dCi Touch,YakutCAR'DAN EMSALSİZ TEMİZLİKTE,Dizel,Yarı Otomatik,28.000,2018,130.000 TL;
Seat,Leon,1.6 TDI Xcellence,T.C TEK (0) KM SEAT LEON 1.6 TDİ XCELLENGE HAYALET-CAM TAVAN,Dizel,Yarı Otomatik,1,2019,212.000 TL;
Seat,Leon,1.6 TDI Style,2016 HATASIZ TRAMERSİZ SEAT LEON DİZEL OTOMATİK,Dizel,Yarı Otomatik,117.000,2016,134.900 TL;
Hyundai,Accent Blue,1.6 CRDI Mode Plus,-CARVENTO-HYUNDAI ACCENT BLUE 1.6 CRDI MODEPLUS DCT,Dizel,Yarı Otomatik,56.000,2017,103.500 TL;
Volkswagen,Beetle,1.6 TDI Design,BALLI MOTOR'S DAN 2013 MODEL DİZEL OTOMATİK CAM TAVANLI BEETLE,Dizel,Yarı Otomatik,140.000,2013,141.250 TL;
Renault,Megane,1.5 dCi Touch,-CARVENTO- RENAULT Megane Sedan 1.5 DCI Touch EDC,Dizel,Yarı Otomatik,44.000,2017,136.000 TL;
Volkswagen,Passat,1.6 TDI BlueMotion R Line,2018 BOYASIZ PASSAT 1.6 TDI R LİNE PAKET SADECE 24.700 KM'DE,Dizel,Yarı Otomatik,24.700,2018,288.000 TL;
Fiat,Egea,1.6 Multijet Comfort,2017 Model Fiat Egea 1.6 Multijet Comfort DCT Çetaş Renault'dan,Dizel,Yarı Otomatik,72.934,2017,117.000 TL;
Toyota,Corolla,1.4 D-4D Touch,2016 Model Toyota Corolla 1.4 D-4D Touch Çetaş Renault'dan,Dizel,Yarı Otomatik,48.106,2016,122.500 TL;
Renault,Megane,1.5 dCi Icon,20 BİN KM GARANTİLİ HATASIZ BOYASIZ 2017 DİZEL OTOMOTİK MEGANE4,Dizel,Yarı Otomatik,20.000,2017,168.800 TL;
Ford,Focus,1.5 TDCi Titanium,KAPORA ALINDI-BOYASIZ 2017 FOCUSTITANIUM 1.5 TDCI SERVİSBAKIMLI,Dizel,Yarı Otomatik,51.900,2017,162.750 TL;
Audi,A3,A3 Sportback 1.6 TDI,AUDİ A3 1.6 TDI DYNAMİC YENİ KASA HATASIZ,Dizel,Yarı Otomatik,47.000,2016,192.000 TL;
Volkswagen,Passat,1.6 TDI BlueMotion Highline,2018 TDİ HİGHLİNE DSG CARPLAY/CAM TAVAN/HAYALET HATASIZ BOYASIZ,Dizel,Yarı Otomatik,82.700,2018,284.900 TL;
Volkswagen,Passat,1.6 TDI BlueMotion Comfortline,2017 ÇIKIŞLI+DEĞİŞENS İZ+%18KDV'Lİ+HASA­RKAYITSIZ+SERVİS BAKIMLI.,Dizel,Yarı Otomatik,110.000,2016,187.000 TL;
Volkswagen,Jetta,1.6 TDI Highline,NAŞAL OTOMOTİVDEN 2014 HATASIZ OTOMATİK JETTA 89000 KMde İÇİ BEJ,Dizel,Yarı Otomatik,89.000,2014,144.750 TL;
Citroën,C4,1.6 e-HDi Confort,OTOMATİK VİTES 75bin KM HASAR KAYITSIZ AİLE ARACI,Dizel,Yarı Otomatik,75.000,2015,119.000 TL;
"Audi,A6,A6 Sedan 2.0 TDI,""TR'DE TEK ''Hatasız, İlk El, İç Dış S-Lıne, 220.000Km'' KUPON"",Dizel,Yarı Otomatik,220.000,2008,138.000 TL";
Fiat,Egea,1.6 Multijet Urban,2016 EGEA 1.6 URBAN *HATASIZ BOYASIZ *80 BİN KM* SERVİS BAKIMLI*,Dizel,Yarı Otomatik,80.000,2016,112.500 TL;
Fiat,Egea,1.6 Multijet Comfort,Sahibinden Temiz 2017 otomatik Egea,Dizel,Yarı Otomatik,75.000,2017,125.000 TL;
Volkswagen,Passat,1.6 TDI BlueMotion Comfortline,''Sadece 78.000 km'de'' VW Passat 1.6 TDİ Dsg Kazasız-Değişensiz,Dizel,Yarı Otomatik,78.500,2015,185.000 TL;
Audi,A6,A6 Sedan 2.0 TDI,SAHİBİNDEN + BOYASIZ + ÇİFT NAV + VAKUM +DOĞUŞ BKM + İÇİ BEJ,Dizel,Yarı Otomatik,130.000,2015,369.000 TL;
Audi,A4,A4 Sedan 2.0 TDI,İLK SAHİBİNDEN MASRAFSIZ VE HATASIZ,Dizel,Yarı Otomatik,279.000,2010,138.000 TL;
Volkswagen,Golf,1.6 TDI BlueMotion Highline,2018 GOLF HİGHLİNE BAYAN ARACI BOYA DEĞİŞEN HASAR KAYDI YOK,Dizel,Yarı Otomatik,60.000,2018,195.000 TL;
Renault,Fluence,1.5 dCi Joy,BİLGİÇTEN HASAR KAYİTSİZ-OTO­MATİK-110LUK,Dizel,Yarı Otomatik,136.000,2014,86.850 TL;
Volkswagen,Golf,1.6 TDI BlueMotion Comfortline,TUNCER OTOMOTİVDEN HATASIZ BOYASIZ GOLF 7.5 1.6 comfortline DSG,Dizel,Yarı Otomatik,102.000,2017,179.500 TL;
Volkswagen,Jetta,1.6 TDI Highline,HANÇER otodan highline dsg jetta,Dizel,Yarı Otomatik,183.000,2014,125.000 TL;
BMW,5 Serisi,525d xDrive Premium,ENSİNA 'dan HATASIZ 5.25 X DRİVE,Dizel,Yarı Otomatik,239.000,2012,227.500 TL;
Volkswagen,Passat,1.6 TDI BlueMotion Comfortline,HATASIZ BOYASIZ DSG 70 binde passat..!,Dizel,Yarı Otomatik,70.580,2015,188.750 TL;
BMW,5 Serisi,520d Exclusive,SİZİ_YORMUYORUZ EXPERTİZİ_YAPI­P_ADRESİNİZE_TE­SLİM_EDİYORUZ.,Dizel,Yarı Otomatik,205.000,2011,208.750 TL;
BMW,5 Serisi,525d xDrive M Sport,EGE BEY AUTO'DAN 5.25D xDRİVE M SPORT HATASIZ-BOYAS­IZ-H.KAYITSIZ,Dizel,Yarı Otomatik,160.000,2013,319.000 TL;
Volkswagen,Passat,2.0 TDI BlueMotion Highline,44.500 TL PEŞİNAT 2015 VW PASSAT 2.0 TDI BlueMOTION HIGHLINE DSG,Dizel,Yarı Otomatik,168.100,2015,197.000 TL;
Seat,Leon,1.6 TDI CR Style,DSG+SANRUF +LED PAKET FUL+FUL,Dizel,Yarı Otomatik,210.000,2013,101.000 TL;
Seat,Leon,1.6 TDI Style,darbesiz boyasiz hayalet ekran cam tavan tramersiz 19000 binde,Dizel,Yarı Otomatik,19.000,2018,180.000 TL;
BMW,5 Serisi,520d Premium,BAYRAM FIRSATI DÜŞÜK KM ÖZEL PLAKA 2008 JOYİSTİK,Dizel,Yarı Otomatik,170.000,2008,104.900 TL;
Renault,Clio,1.5 dCi Icon,VOLVO YETKİLİ BAYİ ARKAS ANKARADAN İCON+CONNECT KIRMIZI GÖĞÜS+17,Dizel,Yarı Otomatik,80.000,2015,112.000 TL;
Volvo,S60,1.6 D,2013 ÇIKIŞLI VOLVO S60 DRİVE PREMİUM POWERSHİFT,Dizel,Yarı Otomatik,193.000,2012,124.500 TL;
Mercedes - Benz,CLS,320 320 CDI,Sahibinden servis bakımlı,Dizel,Yarı Otomatik,318.000,2006,165.000 TL;
BMW,3 Serisi,320d M Sport,AYŞİT OTOMOTİV & PLAZA 3 Serisi 320d M Sport,Dizel,Yarı Otomatik,140.000,2012,146.000 TL;
Volvo,S60,1.6 D Premium,boyasız değişensiz Volvo s60,Dizel,Yarı Otomatik,171.000,2013,136.000 TL;
Volkswagen,Passat,1.6 TDI BlueMotion Highline,1.6 tdi Passat Bluemotion 2014 Dizel 82 Bin km OTOMATİK Higlinie,Dizel,Yarı Otomatik,82.000,2014,178.000 TL;
Volkswagen,Passat,1.6 TDI BlueMotion Highline,1.6 tdi Passat Bluemotion 2014 Dizel 82 Bin km OTOMATİK Higlinie,Dizel,Yarı Otomatik,82.000,2014,178.000 TL;
Audi,A3,A3 Sedan 1.6 TDI,SAHIBINDEN SATILIK HATASIZ BOYASIZ TERTEMIZ AILE ARACI,Dizel,Yarı Otomatik,43.000,2018,225.000 TL;
Volkswagen,Passat,2.0 TDI Highline,+ + İLKER'den 2.0 TDİ PASSAT HİGHLİNE PASSAT + +,Dizel,Yarı Otomatik,260.000,2007,81.999 TL;
Volkswagen,Jetta,1.6 TDI Comfortline,BAYRAM FIRSATI 2012 DİZEL OTOMATİK SİYAH İÇİ BEJ DSG7,Dizel,Yarı Otomatik,225.000,2011,82.900 TL;
Volkswagen,Passat,1.6 TDI BlueMotion Impression,2019 Model Passat İmpression 3 Bin km de Dizel Otomatik,Dizel,Yarı Otomatik,2.980,2019,246.000 TL;
Hyundai,Accent Blue,1.6 CRDI Mode Plus,KOZANOĞLU'dan__2016 BLUE 1.6CRDİ MODE PLUS + OTOMATİK VİTES,Dizel,Yarı Otomatik,123.000,2016,106.900 TL;
Volkswagen,Golf,1.6 TDI BlueMotion Comfortline,Temiz bakımlı golf,Dizel,Yarı Otomatik,119.000,2014,135.000 TL;
Skoda,Superb,1.6 TDI Comfort,2018 SUPERB 1.6 TDİ DSG COMFORT 62.000 KM SUNROOFLU,Dizel,Yarı Otomatik,62.000,2018,226.000 TL;
Volkswagen,Golf,1.6 TDI BlueMotion Comfortline,Sahibinden 2013 cıkışlı golf R line,Dizel,Yarı Otomatik,180.000,2012,122.750 TL;
"Volkswagen,Golf,1.6 TDI BlueMotion Highline,""SMÇ OTOMOTİV,deN 2015 BOYASIZ+CAM TAVAN+DSG+BEJ DÖŞEME+EXTRALI!!"",Dizel,Yarı Otomatik,95.000,2015,171.900 TL";
Audi,A7,3.0 TDI,''FRT MOTORS''2012 AUDİ A7 3.0 DİZEL BAYİ ÇIKŞLI TAM DOLU MATRİX,Dizel,Yarı Otomatik,265.000,2012,345.000 TL;
Audi,A3,A3 Sedan 1.6 TDI,ERMAN AUTODAN 2015 A3 FUL CAM TAVAN+REKORA+LED HATASIZ DÜŞÜK KM,Dizel,Yarı Otomatik,53.600,2015,219.950 TL;
Volkswagen,Passat,2.0 TDI Highline,TR DE SAYILI ARAÇLARDAN BİRİ 2010 HİGHLİNE OTOMOTİK,Dizel,Yarı Otomatik,185.000,2010,121.500 TL;
Opel,Astra,1.3 CDTI Enjoy Plus,SAHİBİNDEN HATASIZ.,Dizel,Yarı Otomatik,190.000,2012,77.000 TL;
Ford,Focus,1.5 TDCi Trend X,Ford focus 2016 otomotik,Dizel,Yarı Otomatik,139.000,2016,132.000 TL;
BMW,5 Serisi,520d Executive Plus,2016 MODEL5.20D 2.0EXECUTİVE PLUS FULL+FULL E.BAGAJ _DİRK.ISITMA,Dizel,Yarı Otomatik,154.000,2016,445.000 TL;
Volkswagen,Passat,1.6 TDI BlueMotion Highline,-MRT AUTO-2016 VOLKSWAGEN PASSAT 1.6TDI HİGHLİNE BOYASIZ HATASIZ,Dizel,Yarı Otomatik,155.000,2016,249.000 TL;
Audi,A3,A3 Sportback 1.6 TDI,AUDİ A3 SPORTBACK 1.6 TDİ ATTRACTİON,Dizel,Yarı Otomatik,188.000,2012,130.750 TL;
"Seat,Leon,1.6 TDI CR Style,""ÖĞRETMENDEN HATASIZ, BOYASIZ, HASAR KAYITSIZ"",Dizel,Yarı Otomatik,99.000,2011,113.500 TL";
Renault,Fluence,1.5 dCi Icon,2016 HATASIZ FULL PAKET DİZEL OTOMATİK FLUENCE,Dizel,Yarı Otomatik,145.000,2016,121.000 TL;
